Id,SalePrice
1461,121557.6728754997
1462,163523.45610426838
1463,182202.16035418634
1464,187373.14059127896
1465,187426.46277359728
1466,181790.4239958783
1467,174926.9937817371
1468,173603.63433058956
1469,170951.33949695402
1470,130037.90463037904
1471,197680.92344144898
1472,94216.86685801914
1473,104561.07149565457
1474,150292.75799596653
1475,112622.29908217689
1476,414674.86971859634
1477,254556.07453418418
1478,281357.841177699
1479,288952.739382984
1480,510831.85807623423
1481,333584.64987421985
1482,201576.20900064448
1483,169742.4908701304
1484,170584.3688590298
1485,177906.7184487977
1486,195666.73197534133
1487,342140.49916425865
1488,231743.87924343598
1489,207346.02582910738
1490,227062.4026804107
1491,196018.9099675549
1492,96640.6075655204
1493,175172.1905987026
1494,312442.99563356646
1495,287652.18319146417
1496,240130.17107468305
1497,182917.5120248949
1498,158832.45402432317
1499,159067.86345956416
1500,157292.60548296373
1501,172759.56083372334
1502,165499.05040416203
1503,265093.05163180036
1504,226700.99758322982
1505,218114.27860284867
1506,190374.04416233805
1507,255095.67097909446
1508,211453.05448287138
1509,160152.28459797846
1510,148487.15105991898
1511,148230.89384114565
1512,172000.30694227776
1513,151506.77189987665
1514,149071.32587588427
1515,196798.40078578697
1516,153019.12952656325
1517,149112.5377877855
1518,134511.1487450165
1519,225571.7848491018
1520,138758.50052474035
1521,139680.0770333486
1522,161997.77212049643
1523,116192.9327985877
1524,118060.15899872848
1525,127852.43775717249
1526,118662.81113560658
1527,107167.8447800308
1528,128813.49480605529
1529,146081.94850661702
1530,171600.9690553844
1531,110041.01621962563
1532,97377.2853367723
1533,144146.22723446813
1534,118932.21603074526
1535,155786.7508531924
1536,115233.96593236897
1537,78490.01291825567
1538,145543.6322427149
1539,188045.76708302225
1540,101575.03597681414
1541,137167.62893977982
1542,140179.20972013348
1543,187341.59538043238
1544,82986.97786402624
1545,104701.53838952493
1546,122973.884004235
1547,132863.7708625505
1548,130460.9895092578
1549,112890.88150558856
1550,136416.31683425358
1551,118622.64988525769
1552,142060.414009859
1553,136849.27767603574
1554,116904.83119985765
1555,168666.55056236772
1556,88944.13611530092
1557,108393.70351390349
1558,96945.57467867994
1559,88373.85023520379
1560,138237.2200049656
1561,139184.80922392165
1562,130056.38785846478
1563,118921.71114664916
1564,159939.62890126323
1565,152305.64692321292
1566,227665.19106077222
1567,78624.41794028434
1568,237695.2693320045
1569,152727.19123650304
1570,140359.18327791372
1571,123628.38004892234
1572,149445.03499928393
1573,245893.4719335083
1574,115961.79081010565
1575,215536.88375876806
1576,225441.68914142525
1577,196715.3055070711
1578,144803.95724175172
1579,141040.36982824287
1580,190911.77994856786
