Id,SalePrice
1461,122199.82444369965
1462,165790.10631594982
1463,181156.70082548633
1464,190412.14708422986
1465,191807.785751419
1466,178506.9051256126
1467,176516.80434070792
1468,170146.48654526533
1469,176214.50961209543
1470,126855.03634626622
1471,193532.25800142266
1472,95942.5601536303
1473,101762.03947319889
1474,149050.42289797758
1475,113637.03370092162
1476,395795.1681155456
1477,255379.53153117804
1478,284303.584082235
1479,287677.75875345437
1480,511613.1923271206
1481,331002.0924082809
1482,202786.56567119807
1483,171816.48139397032
1484,168972.6124025451
1485,179278.7239194112
1486,194329.66066532544
1487,339100.2059718641
1488,231279.05383595978
1489,203505.4199250383
1490,231173.6300553223
1491,195836.15583223267
1492,95943.5214717528
1493,170399.3541040701
1494,305993.8031565328
1495,286879.76639428106
1496,237502.77815761234
1497,182714.5425720199
1498,168576.8692149653
1499,159645.867632943
1500,156761.3112459553
1501,175228.47922940445
1502,161670.22987513672
1503,271344.6177282548
1504,231392.9355770651
1505,221281.22045963537
1506,188670.27613532078
1507,256643.15544777585
1508,206911.0635415042
1509,158954.42955300782
1510,147157.90385721132
1511,155385.0375420439
1512,173238.43672831336
1513,147931.93918689704
1514,154536.33798690577
1515,196163.3765743136
1516,151825.1962670382
1517,152963.8500807623
1518,133678.76249421056
1519,222105.74743810046
1520,135545.9849691008
1521,137684.3100559191
1522,166570.84461554608
1523,115412.7308202278
1524,119263.67838926421
1525,126097.9834804431
1526,116655.59362627374
1527,107975.70819142339
1528,131228.1772115382
1529,149281.6955760041
1530,176246.36629677675
1531,111080.74974582206
1532,96910.51123502744
1533,145460.91157086717
1534,122598.22144836852
1535,150852.50357267787
1536,112430.99511885497
1537,73853.72284081677
1538,143664.19426972594
1539,190535.6423444274
1540,95796.2801619269
1541,135500.97649322174
1542,143315.5264369094
1543,185863.055968079
1544,85374.60845974144
1545,108119.07148539994
1546,127895.25164810826
1547,134095.2619135918
1548,132870.70982426932
1549,116686.65762354448
1550,135473.4953156984
1551,115579.2945893126
1552,140189.99590511716
1553,135893.60784982986
1554,116913.44243060498
1555,167160.57244717033
1556,90543.44905923995
1557,109090.19062621219
1558,99729.83967968368
1559,77048.06162949634
1560,137087.65629428235
1561,133108.39874184463
1562,131747.233302618
1563,119756.27952399656
1564,161291.0987656219
1565,149498.8483159082
1566,227736.33601086918
1567,79940.1799716435
1568,239688.36137650558
1569,146461.75289014517
1570,138122.63465692702
1571,122047.10869727201
1572,146911.93278262796
1573,235497.19247081268
1574,116902.66190760647
1575,215324.47545106598
1576,228817.13707115766
1577,190790.91090300944
1578,143367.6151739913
1579,141284.1401991674
1580,191307.4689476538
1581,146845.43967675237
1582,127428.86433983305
1583,323779.5391461935
1584,230450.85325380435
1585,144144.4938579145
1586,77827.51084101731
1587,108604.54230913536
1588,144450.12438813603
1589,103111.79371845347
1590,131741.5147902301
1591,100925.33194208839
1592,127494.02736295956
1593,117313.70590004364
1594,120057.21020297434
1595,112210.08154501952
1596,243280.88476612157
1597,191004.53194328712
1598,194367.5788023078
1599,162254.9343387766
1600,166970.76852982555
1601,70776.52406284385
1602,114421.8110907412
1603,69552.41477648076
1604,276917.2366811266
1605,241336.21804905953
1606,170186.0518213899
1607,162538.81534244923
1608,213362.71158768257
1609,187399.64959240187
1610,155701.42147350815
1611,138742.22312648632
1612,179984.51647272924
1613,170149.96488160198
1614,117578.2071200578
1615,88084.0766757933
1616,73353.03756397423
1617,92436.37324540556
1618,131512.31339152213
1619,142032.2479887594
1620,175332.2379725771
1621,140520.58008169392
1622,138896.34113427755
1623,272582.23502413754
1624,213404.3347588365
1625,122372.67342320847
1626,169854.664751387
1627,191056.28932294878
1628,264790.83146964054
1629,171580.283521095
1630,348901.32687032025
1631,209845.91198069992
1632,235024.92135099412
1633,170723.43416617546
1634,186368.62943906343
1635,177459.79998356628
1636,158449.52362104054
1637,197404.19947360145
1638,187283.91195090464
1639,186447.37888175747
1640,249970.82158804004
1641,176293.13110567836
1642,233052.0716383574
1643,219889.91498608983
1644,223311.12557061482
1645,204229.57750504764
1646,156172.24862449348
1647,152430.98713616125
1648,131012.53756192056
1649,138679.26094996036
1650,118957.51325221432
1651,122406.24417736536
1652,99264.67768145532
1653,101121.98358072201
1654,149873.91651482513
1655,139511.45655666856
1656,145778.06718922468
1657,150542.435783661
1658,152484.55004912693
1659,122178.00552152851
1660,154149.2590557362
1661,435695.73038063047
1662,371165.03608158225
1663,391763.42375113704
1664,493555.2500241278
1665,309906.7120496493
1666,314016.75968099927
1667,373839.64050051617
1668,337465.02032683126
1669,292564.99335429986
1670,343840.94609190675
1671,275574.9875562265
1672,469369.26645053097
1673,301195.3045609739
1674,242188.8514965224
1675,201225.77028844575
1676,199565.82432503076
1677,216153.3716572779
1678,471677.9747434395
1679,403258.86331005854
1680,328177.8920244841
1681,232246.23002084016
1682,306415.22551108495
1683,187478.06277858463
1684,175861.8496194913
1685,174570.52961160516
1686,171987.3882049457
1687,167460.1552519554
1688,189651.32864987582
1689,190856.09474525615
1690,190896.9674444455
1691,181215.89545867612
1692,254544.7705526795
1693,167398.48892069314
1694,180357.6116454566
1695,165003.1277435968
1696,273729.02760773216
1697,165928.71680006012
1698,348594.8402861188
1699,320936.9596323606
1700,248038.32128761188
1701,264780.79032864684
1702,252370.33733587523
1703,248663.72929328034
1704,287333.961723396
1705,230513.00875397693
1706,284273.1705048711
1707,216131.5881103895
1708,204898.70787123652
1709,266048.4983746633
1710,217689.66988526625
1711,257619.10006346062
1712,255773.56583559647
1713,277085.895008355
1714,217682.61476589952
1715,203015.42759947694
1716,181613.82764184166
1717,169023.9864622651
1718,132152.78503192493
1719,201519.3907604298
1720,239649.971424478
1721,160295.01375838602
1722,122257.95387901392
1723,154933.37825968943
1724,210883.43155793322
1725,238331.38948280623
1726,191942.3990981855
1727,168998.39894446085
1728,176762.2405105979
1729,163910.0500417139
1730,153791.3080248602
1731,122786.67694188486
1732,130802.5391316631
1733,118408.72746666732
1734,122964.20852564975
1735,130935.65291736693
1736,117279.79154021095
1737,309979.86416554364
1738,226925.1165562703
1739,265603.7261562781
1740,222006.6058376438
1741,194319.7640758911
1742,168482.3332270492
1743,174894.33990959844
1744,295265.4562193895
1745,208850.08607621197
1746,193074.11757868432
1747,210516.99918238047
1748,223621.47952293706
1749,154214.92396068326
1750,133232.45576332978
1751,232328.75874646468
1752,119818.2068366886
1753,147460.76673996003
1754,193076.6376181453
1755,167555.91393731613
1756,127273.7989736875
1757,120641.45746849461
1758,147472.60733149352
1759,155474.9005551412
1760,168266.86244742948
1761,146576.1468956833
1762,175320.9456636069
1763,165212.1700814458
1764,116742.42811634361
1765,150752.48253451133
1766,174648.26892332075
1767,228745.6278775737
1768,142221.13602701278
1769,160125.99537776914
1770,149276.0771826327
1771,123147.67307125528
1772,136624.54214229842
1773,129370.46772580905
1774,137256.03420915845
1775,137365.3192556808
1776,123459.90645898323
1777,114850.74270635819
1778,139257.4254018689
1779,121760.89502149916
1780,170643.95126102984
1781,126248.66971049289
1782,97076.85787730492
1783,139783.848404437
1784,106833.21073541878
1785,119385.43669626326
1786,139206.65719898095
1787,161934.73896479333
1788,67576.47922388297
1789,97430.11796353717
1790,82984.62985834121
1791,183183.33872473432
1792,155457.05290140223
1793,130934.49691433286
1794,145480.61038477137
1795,132551.03348556405
1796,121770.16900508432
1797,118851.48636295549
1798,122965.99918806404
1799,105724.26047150722
1800,129534.02352024811
1801,132200.16483040908
1802,131084.60953948906
1803,151394.40436285367
1804,142760.41135949653
1805,137292.2495588528
1806,123839.97307606024
1807,128492.57977173361
