SK_ID_CURR,TARGET
100001,0.06538345619510856
100005,0.11735445084545865
100013,0.06797374198253953
100028,0.07088939553667502
100038,0.11798767809959358
100042,0.053721520598990304
100057,0.08070781426151848
100065,0.10026009484848214
100066,0.048751683221824396
100067,0.08509521292853409
100074,0.06399113162423115
100090,0.10860775403993451
100091,0.10531639574925294
100092,0.09208987883980993
100106,0.11931978686659656
100107,0.09175738100796699
100109,0.09408653802491602
100117,0.07389526020830102
100128,0.06691234604607886
100141,0.09065906442089132
100150,0.0718804521027099
100168,0.05356101160125405
100169,0.03988424920809955
100170,0.08106120843143977
100171,0.09630558611214599
100172,0.11683916633667177
100184,0.06842716767913692
100187,0.05826804477036989
100212,0.07567115880996401
100222,0.08720514679013394
100223,0.056275319294051745
100232,0.06529671452464927
100241,0.1250455758212544
100245,0.06936569039266473
100253,0.0576065392432914
100256,0.09281719073628429
100271,0.053679815655315787
100278,0.10937135510619968
100280,0.06380999979188871
100306,0.13114468752431319
100311,0.10272126850062495
100312,0.057215373175845734
100330,0.07952137687412424
100331,0.09010745671671763
100352,0.08112772705593668
100358,0.098195648057561
100367,0.08330516065146844
100382,0.07649510232572784
100384,0.07068655037874702
100385,0.09076201439317814
100386,0.0749729010395945
100399,0.06471885555086401
100404,0.06747641279555137
100416,0.0606155595743019
100422,0.12108001691222271
100426,0.07594774869103146
100438,0.06635715610006851
100444,0.09565280072100046
100445,0.11092187718449974
100446,0.09691346401321171
100447,0.06060515255416434
100450,0.06718961564477627
100466,0.07870352495907953
100483,0.06708286239571591
100484,0.04968754691328927
100494,0.08299903498055916
100510,0.10772835963443897
100512,0.05627539275023225
100517,0.06933346548400708
100548,0.05217403725737823
100551,0.06642636888213578
100552,0.11711280285510905
100553,0.07933755260857546
100561,0.08971554569846117
100568,0.12545692061256616
100569,0.06026550565537984
100591,0.0890923335253577
100592,0.04968921067304384
100602,0.08738200284366404
100607,0.08065158243121442
100613,0.07563958158632307
100617,0.06670384629745382
100618,0.0921475212076898
100622,0.13933505807853674
100625,0.09348314096819973
100677,0.08163284309937491
100699,0.07816059238445994
100702,0.1332529263382972
100711,0.06611711261341811
100729,0.12745929129910585
100740,0.10803534662354572
100744,0.10124540474998744
100745,0.09305244807855514
100747,0.09660801331429121
100751,0.0996330784506206
100752,0.07786182389081563
100753,0.13312829907680576
100754,0.09733652169458375
100760,0.0951952064802709
100762,0.08626018674930083
100763,0.0769367748473436
100765,0.07523684309442356
100770,0.08957979032471741
100772,0.07562834226221005
100777,0.07987136987148025
100791,0.06659584330046642
100792,0.06281795135178295
100797,0.08639422202018403
100823,0.09147506528755898
100826,0.09172254887856138
100830,0.06085826295403046
100836,0.11220415367389018
100872,0.08224056560971386
100910,0.08637073061067539
100913,0.05968845555073994
100918,0.08446834290164351
100931,0.0556167578369972
100952,0.10700738353774006
100953,0.07162645817110702
100965,0.09631421639429269
100970,0.07320960412434167
100982,0.10486051783184029
100983,0.08336008941831499
100984,0.06647387309986207
100987,0.10707649631925964
100997,0.07705751592170669
